Ref,Val,Package,PosX,PosY,Rot,Side
"C1","1uF","C_0402_1005Metric",113.766600,-70.774560,270.000000,top
"C2","10uF","C_0402_1005Metric",112.750600,-70.774560,90.000000,top
"R1","10K","R_0402_1005Metric",116.367560,-70.324980,180.000000,top
"R2","10K","R_0402_1005Metric",106.730800,-69.674740,270.000000,top
"R3","12K","R_0402_1005Metric",105.135680,-67.749420,0.000000,top
"R4","10K","R_0402_1005Metric",116.367560,-71.269860,180.000000,top
